Dist Code,Year,State Code,State Name,Dist Name,Type,Area,Production,Yield
3,2016,14,Chhattisgarh,Raipur,WHEAT,8.8,17.95,2038.28
3,2016,14,Chhattisgarh,Raipur,MAZE,7.1,18.15,2557.48
3,2017,14,Chhattisgarh,Raipur,RICE,959.01,1520.95,1585.96
3,2017,14,Chhattisgarh,Raipur,WHEAT,14.56,23.66,1625.61
3,2017,14,Chhattisgarh,Raipur,MAZE,6.13,13.67,2228.27
4,2006,14,Chhattisgarh,Bilaspur,RICE,712.81,1127.18,1581.33
4,2006,14,Chhattisgarh,Bilaspur,WHEAT,17.57,15.69,893.02
4,2006,14,Chhattisgarh,Bilaspur,MAZE,10.12,10.78,1064.98
4,2006,14,Chhattisgarh,Bilaspur,BARLEY,0.24,0.2,833.33
4,2007,14,Chhattisgarh,Bilaspur,RICE,716.37,1160.03,1619.32
4,2007,14,Chhattisgarh,Bilaspur,WHEAT,17.38,19.05,1096.53
4,2007,14,Chhattisgarh,Bilaspur,MAZE,9.71,13.41,1381.2
4,2007,14,Chhattisgarh,Bilaspur,BARLEY,0.23,0.23,1000.0
4,2008,14,Chhattisgarh,Bilaspur,RICE,749.56,1070.95,1428.76
4,2008,14,Chhattisgarh,Bilaspur,WHEAT,17.54,18.05,1029.04
4,2008,14,Chhattisgarh,Bilaspur,MAZE,9.7,11.18,1152.73
4,2008,14,Chhattisgarh,Bilaspur,BARLEY,0.17,0.15,882.35
4,2009,14,Chhattisgarh,Bilaspur,RICE,696.49,994.29,1427.57
4,2009,14,Chhattisgarh,Bilaspur,WHEAT,24.25,28.14,1160.63
4,2009,14,Chhattisgarh,Bilaspur,MAZE,11.67,17.12,1467.12
4,2009,14,Chhattisgarh,Bilaspur,BARLEY,0.23,0.18,782.61
4,2010,14,Chhattisgarh,Bilaspur,RICE,705.67,1333.61,1889.83
4,2010,14,Chhattisgarh,Bilaspur,WHEAT,24.88,30.13,1210.79
4,2010,14,Chhattisgarh,Bilaspur,MAZE,11.63,18.67,1606.28
4,2010,14,Chhattisgarh,Bilaspur,BARLEY,0.23,0.12,521.74
4,2011,14,Chhattisgarh,Bilaspur,RICE,749.08,1557.35,2079.01
4,2011,14,Chhattisgarh,Bilaspur,WHEAT,19.08,26.28,1377.75
4,2011,14,Chhattisgarh,Bilaspur,MAZE,9.3,12.72,1368.1
4,2011,14,Chhattisgarh,Bilaspur,BARLEY,0.24,0.17,708.33
4,2012,14,Chhattisgarh,Bilaspur,RICE,747.27,1746.82,2337.61
4,2012,14,Chhattisgarh,Bilaspur,WHEAT,18.7,27.31,1460.32
4,2012,14,Chhattisgarh,Bilaspur,MAZE,8.8,15.8,1795.44
4,2012,14,Chhattisgarh,Bilaspur,BARLEY,0.23,0.11,478.26
4,2013,14,Chhattisgarh,Bilaspur,RICE,726.15,1577.16,2171.95
4,2013,14,Chhattisgarh,Bilaspur,WHEAT,19.88,26.97,1356.73
4,2013,14,Chhattisgarh,Bilaspur,MAZE,8.94,15.51,1734.72
4,2013,14,Chhattisgarh,Bilaspur,BARLEY,0.23,0.2,869.57
4,2014,14,Chhattisgarh,Bilaspur,RICE,728.84,1683.92,2310.43
4,2014,14,Chhattisgarh,Bilaspur,WHEAT,18.11,28.15,1554.83
4,2014,14,Chhattisgarh,Bilaspur,MAZE,9.03,15.57,1724.75
4,2014,14,Chhattisgarh,Bilaspur,BARLEY,0.23,0.29,1260.87
4,2015,14,Chhattisgarh,Bilaspur,RICE,731.83,1340.65,1831.92
4,2015,14,Chhattisgarh,Bilaspur,WHEAT,17.82,27.03,1516.74
4,2015,14,Chhattisgarh,Bilaspur,MAZE,8.62,12.22,1416.38
4,2015,14,Chhattisgarh,Bilaspur,BARLEY,0.21,0.11,523.81
4,2016,14,Chhattisgarh,Bilaspur,RICE,727.5,1858.19,2554.21
4,2016,14,Chhattisgarh,Bilaspur,WHEAT,16.2,25.1,1549.23
4,2016,14,Chhattisgarh,Bilaspur,MAZE,8.1,17.11,2111.81
4,2016,14,Chhattisgarh,Bilaspur,BARLEY,0.16,0.15,920.25
4,2017,14,Chhattisgarh,Bilaspur,RICE,727.94,1295.71,1779.97
4,2017,14,Chhattisgarh,Bilaspur,WHEAT,15.8,21.72,1374.7
4,2017,14,Chhattisgarh,Bilaspur,MAZE,7.61,15.83,2080.79
4,2017,14,Chhattisgarh,Bilaspur,BARLEY,0.18,0.18,983.33
5,2006,14,Chhattisgarh,Raigarh,RICE,421.04,437.91,1040.07
5,2006,14,Chhattisgarh,Raigarh,WHEAT,3.31,3.74,1129.91
5,2006,14,Chhattisgarh,Raigarh,MAZE,7.12,9.0,1264.04
5,2006,14,Chhattisgarh,Raigarh,BARLEY,0.02,0.02,1000.0
5,2007,14,Chhattisgarh,Raigarh,RICE,423.06,532.65,1259.04
5,2007,14,Chhattisgarh,Raigarh,WHEAT,3.17,4.65,1466.88
5,2007,14,Chhattisgarh,Raigarh,MAZE,7.08,11.63,1642.66
5,2007,14,Chhattisgarh,Raigarh,BARLEY,0.02,0.02,1000.0
5,2008,14,Chhattisgarh,Raigarh,RICE,423.29,500.83,1183.18
5,2008,14,Chhattisgarh,Raigarh,WHEAT,3.51,4.86,1384.62
5,2008,14,Chhattisgarh,Raigarh,MAZE,7.05,10.15,1439.72
5,2008,14,Chhattisgarh,Raigarh,BARLEY,0.02,0.02,1000.0
5,2009,14,Chhattisgarh,Raigarh,RICE,420.75,470.53,1118.31
5,2009,14,Chhattisgarh,Raigarh,WHEAT,3.72,4.87,1309.14
5,2009,14,Chhattisgarh,Raigarh,MAZE,6.78,11.23,1656.34
5,2009,14,Chhattisgarh,Raigarh,BARLEY,0.02,0.02,1000.0
5,2010,14,Chhattisgarh,Raigarh,RICE,435.05,598.26,1375.15
5,2010,14,Chhattisgarh,Raigarh,WHEAT,3.4,5.5,1617.65
5,2010,14,Chhattisgarh,Raigarh,MAZE,7.0,11.9,1700.0
5,2010,14,Chhattisgarh,Raigarh,BARLEY,0.02,0.01,500.0
5,2011,14,Chhattisgarh,Raigarh,RICE,421.32,602.66,1430.41
5,2011,14,Chhattisgarh,Raigarh,WHEAT,3.63,6.27,1727.27
5,2011,14,Chhattisgarh,Raigarh,MAZE,6.84,10.67,1559.94
5,2011,14,Chhattisgarh,Raigarh,BARLEY,0.02,0.02,1000.0
5,2012,14,Chhattisgarh,Raigarh,RICE,422.65,641.28,1517.28
5,2012,14,Chhattisgarh,Raigarh,WHEAT,3.44,6.08,1767.44
5,2012,14,Chhattisgarh,Raigarh,MAZE,6.33,11.84,1870.46
5,2012,14,Chhattisgarh,Raigarh,BARLEY,0.01,0.01,1000.0
5,2013,14,Chhattisgarh,Raigarh,RICE,418.44,580.76,1387.92
5,2013,14,Chhattisgarh,Raigarh,WHEAT,6.67,11.5,1724.14
5,2013,14,Chhattisgarh,Raigarh,MAZE,6.55,14.33,2187.79
5,2013,14,Chhattisgarh,Raigarh,BARLEY,0.02,0.02,1000.0
5,2014,14,Chhattisgarh,Raigarh,RICE,408.9,657.79,1608.68
5,2014,14,Chhattisgarh,Raigarh,WHEAT,3.62,7.5,2071.82
5,2014,14,Chhattisgarh,Raigarh,MAZE,6.55,12.46,1902.29
5,2014,14,Chhattisgarh,Raigarh,BARLEY,0.02,0.02,1000.0
5,2015,14,Chhattisgarh,Raigarh,RICE,409.45,414.89,1013.29
5,2015,14,Chhattisgarh,Raigarh,WHEAT,3.56,6.15,1727.53
5,2015,14,Chhattisgarh,Raigarh,MAZE,6.5,10.94,1683.08
5,2015,14,Chhattisgarh,Raigarh,BARLEY,0.01,0.01,1000.0
5,2016,14,Chhattisgarh,Raigarh,RICE,424.24,763.72,1800.23
5,2016,14,Chhattisgarh,Raigarh,WHEAT,3.87,7.12,1840.7
5,2016,14,Chhattisgarh,Raigarh,MAZE,6.46,15.43,2389.53
5,2017,14,Chhattisgarh,Raigarh,RICE,411.12,623.29,1516.07
5,2017,14,Chhattisgarh,Raigarh,WHEAT,3.91,6.76,1728.83
5,2017,14,Chhattisgarh,Raigarh,MAZE,6.29,15.81,2512.8
6,2006,14,Chhattisgarh,Surguja,RICE,383.16,403.92,1054.18
6,2006,14,Chhattisgarh,Surguja,WHEAT,24.39,23.79,975.4
6,2006,14,Chhattisgarh,Surguja,MAZE,45.32,41.23,909.75
6,2006,14,Chhattisgarh,Surguja,BARLEY,3.34,2.76,826.35
6,2007,14,Chhattisgarh,Surguja,RICE,380.88,435.45,1143.27
6,2007,14,Chhattisgarh,Surguja,WHEAT,24.07,30.09,1250.1
6,2007,14,Chhattisgarh,Surguja,MAZE,45.31,66.01,1456.85
6,2007,14,Chhattisgarh,Surguja,BARLEY,3.12,3.65,1169.87
6,2008,14,Chhattisgarh,Surguja,RICE,382.59,449.93,1176.01
6,2008,14,Chhattisgarh,Surguja,WHEAT,24.81,29.68,1196.29
6,2008,14,Chhattisgarh,Surguja,MAZE,44.55,59.93,1345.23
6,2008,14,Chhattisgarh,Surguja,BARLEY,2.93,2.63,897.61
6,2009,14,Chhattisgarh,Surguja,RICE,376.0,270.74,720.05
6,2009,14,Chhattisgarh,Surguja,WHEAT,24.47,26.84,1096.85
6,2009,14,Chhattisgarh,Surguja,MAZE,43.91,50.14,1141.88
6,2009,14,Chhattisgarh,Surguja,BARLEY,2.71,2.1,774.91
6,2010,14,Chhattisgarh,Surguja,RICE,371.28,399.46,1075.9
6,2010,14,Chhattisgarh,Surguja,WHEAT,23.98,27.45,1144.7
6,2010,14,Chhattisgarh,Surguja,MAZE,43.9,76.3,1738.04
6,2010,14,Chhattisgarh,Surguja,BARLEY,1.91,1.0,523.56
6,2011,14,Chhattisgarh,Surguja,RICE,377.14,530.08,1405.53
6,2011,14,Chhattisgarh,Surguja,WHEAT,25.29,32.02,1266.11
6,2011,14,Chhattisgarh,Surguja,MAZE,45.39,63.31,1394.8
6,2011,14,Chhattisgarh,Surguja,BARLEY,2.45,1.83,746.94
6,2012,14,Chhattisgarh,Surguja,RICE,373.71,610.07,1632.47
6,2012,14,Chhattisgarh,Surguja,WHEAT,25.21,41.92,1662.83
6,2012,14,Chhattisgarh,Surguja,MAZE,47.34,91.37,1930.08
6,2012,14,Chhattisgarh,Surguja,BARLEY,2.37,1.11,468.35
6,2013,14,Chhattisgarh,Surguja,RICE,371.71,633.47,1704.2
6,2013,14,Chhattisgarh,Surguja,WHEAT,26.77,41.33,1543.89
6,2013,14,Chhattisgarh,Surguja,MAZE,49.07,96.07,1957.82
6,2013,14,Chhattisgarh,Surguja,BARLEY,2.24,2.11,941.96
6,2014,14,Chhattisgarh,Surguja,RICE,381.43,687.04,1801.22
6,2014,14,Chhattisgarh,Surguja,WHEAT,26.02,43.61,1676.02
6,2014,14,Chhattisgarh,Surguja,MAZE,47.61,84.57,1776.31
6,2014,14,Chhattisgarh,Surguja,BARLEY,2.13,2.28,1070.42
6,2015,14,Chhattisgarh,Surguja,RICE,369.32,440.9,1193.82
6,2015,14,Chhattisgarh,Surguja,WHEAT,23.87,33.51,1403.85
6,2015,14,Chhattisgarh,Surguja,MAZE,48.89,91.01,1861.53
6,2015,14,Chhattisgarh,Surguja,BARLEY,0.8,0.52,650.0
6,2016,14,Chhattisgarh,Surguja,RICE,376.38,652.25,1732.96
6,2016,14,Chhattisgarh,Surguja,WHEAT,23.63,37.56,1589.23
6,2016,14,Chhattisgarh,Surguja,MAZE,49.44,118.85,2403.99
6,2016,14,Chhattisgarh,Surguja,BARLEY,1.9,1.72,907.7
6,2017,14,Chhattisgarh,Surguja,RICE,377.07,524.07,1389.84
6,2017,14,Chhattisgarh,Surguja,WHEAT,23.18,37.09,1599.85
6,2017,14,Chhattisgarh,Surguja,MAZE,48.4,123.33,2548.25
6,2017,14,Chhattisgarh,Surguja,BARLEY,1.7,1.78,1048.26
7,2006,6,Madhya Pradesh,Jabalpur,RICE,173.4,103.71,598.1
7,2006,6,Madhya Pradesh,Jabalpur,WHEAT,144.1,226.35,1570.78
7,2006,6,Madhya Pradesh,Jabalpur,MAZE,8.18,5.84,713.94
7,2006,6,Madhya Pradesh,Jabalpur,BARLEY,0.43,0.49,1139.53
7,2007,6,Madhya Pradesh,Jabalpur,RICE,153.8,53.52,347.98
7,2007,6,Madhya Pradesh,Jabalpur,WHEAT,130.4,166.2,1274.54
7,2007,6,Madhya Pradesh,Jabalpur,MAZE,7.8,7.4,948.72
7,2007,6,Madhya Pradesh,Jabalpur,BARLEY,0.3,0.3,1000.0
7,2008,6,Madhya Pradesh,Jabalpur,RICE,173.3,103.69,598.33
7,2008,6,Madhya Pradesh,Jabalpur,WHEAT,157.7,245.8,1558.66
7,2008,6,Madhya Pradesh,Jabalpur,MAZE,8.4,10.2,1214.29
7,2008,6,Madhya Pradesh,Jabalpur,BARLEY,0.4,0.6,1500.0
7,2009,6,Madhya Pradesh,Jabalpur,RICE,135.2,78.8,582.84
7,2009,6,Madhya Pradesh,Jabalpur,WHEAT,162.0,229.4,1416.05
7,2009,6,Madhya Pradesh,Jabalpur,MAZE,7.7,7.1,922.08
7,2009,6,Madhya Pradesh,Jabalpur,BARLEY,0.4,0.5,1250.0
7,2010,6,Madhya Pradesh,Jabalpur,RICE,151.1,155.0,1025.81
7,2010,6,Madhya Pradesh,Jabalpur,WHEAT,162.7,339.5,2086.66
7,2010,6,Madhya Pradesh,Jabalpur,MAZE,7.5,8.8,1173.33
7,2010,6,Madhya Pradesh,Jabalpur,BARLEY,0.4,0.4,1000.0
7,2011,6,Madhya Pradesh,Jabalpur,RICE,157.6,204.5,1297.59
7,2011,6,Madhya Pradesh,Jabalpur,WHEAT,166.0,381.6,2298.8
7,2011,6,Madhya Pradesh,Jabalpur,MAZE,8.0,7.9,987.5
7,2011,6,Madhya Pradesh,Jabalpur,BARLEY,0.4,0.6,1500.0
7,2012,6,Madhya Pradesh,Jabalpur,RICE,182.13,292.91,1608.25
7,2012,6,Madhya Pradesh,Jabalpur,WHEAT,201.13,559.1,2779.79
7,2012,6,Madhya Pradesh,Jabalpur,MAZE,8.07,15.13,1874.85
7,2012,6,Madhya Pradesh,Jabalpur,BARLEY,0.5,0.85,1700.0
7,2013,6,Madhya Pradesh,Jabalpur,RICE,188.69,364.36,1931.0
7,2013,6,Madhya Pradesh,Jabalpur,WHEAT,218.66,546.79,2500.64
7,2013,6,Madhya Pradesh,Jabalpur,MAZE,7.67,13.57,1769.23
7,2013,6,Madhya Pradesh,Jabalpur,BARLEY,0.39,0.99,2538.46
7,2014,6,Madhya Pradesh,Jabalpur,RICE,179.0,228.0,1273.74
7,2014,6,Madhya Pradesh,Jabalpur,WHEAT,227.0,598.0,2634.36
7,2014,6,Madhya Pradesh,Jabalpur,MAZE,19.0,57.0,3000.0
7,2014,6,Madhya Pradesh,Jabalpur,BARLEY,1.0,2.0,2000.0
7,2015,6,Madhya Pradesh,Jabalpur,RICE,169.0,189.33,1120.3
7,2015,6,Madhya Pradesh,Jabalpur,WHEAT,202.0,623.0,3084.16
7,2015,6,Madhya Pradesh,Jabalpur,MAZE,10.0,17.0,1700.0
7,2016,6,Madhya Pradesh,Jabalpur,RICE,225.0,652.66,2900.71
7,2016,6,Madhya Pradesh,Jabalpur,WHEAT,237.0,827.0,3489.45
7,2016,6,Madhya Pradesh,Jabalpur,MAZE,11.0,25.0,2272.73
7,2016,6,Madhya Pradesh,Jabalpur,BARLEY,0.85,3.0,3529.41
7,2017,6,Madhya Pradesh,Jabalpur,RICE,210.2,526.17,2503.19
7,2017,6,Madhya Pradesh,Jabalpur,WHEAT,300.7,1037.13,3449.05
7,2017,6,Madhya Pradesh,Jabalpur,MAZE,13.9,35.38,2545.32
7,2017,6,Madhya Pradesh,Jabalpur,BARLEY,0.3,0.48,1600.0
8,2006,6,Madhya Pradesh,Balaghat,RICE,248.65,299.34,1203.86
8,2006,6,Madhya Pradesh,Balaghat,WHEAT,15.05,11.43,759.47
8,2006,6,Madhya Pradesh,Balaghat,MAZE,4.36,4.51,1034.4
8,2007,6,Madhya Pradesh,Balaghat,RICE,249.8,233.77,935.83
8,2007,6,Madhya Pradesh,Balaghat,WHEAT,14.7,13.2,897.96
8,2007,6,Madhya Pradesh,Balaghat,MAZE,4.4,5.7,1295.45
8,2008,6,Madhya Pradesh,Balaghat,RICE,249.8,181.57,726.86
8,2008,6,Madhya Pradesh,Balaghat,WHEAT,15.1,12.3,814.57
8,2008,6,Madhya Pradesh,Balaghat,MAZE,5.6,7.5,1339.29
8,2009,6,Madhya Pradesh,Balaghat,RICE,247.8,338.2,1364.81
8,2009,6,Madhya Pradesh,Balaghat,WHEAT,14.7,19.5,1326.53
8,2009,6,Madhya Pradesh,Balaghat,MAZE,4.2,5.0,1190.48
8,2010,6,Madhya Pradesh,Balaghat,RICE,247.9,353.0,1423.96
8,2010,6,Madhya Pradesh,Balaghat,WHEAT,15.1,22.9,1516.56
8,2010,6,Madhya Pradesh,Balaghat,MAZE,4.3,6.6,1534.88
8,2011,6,Madhya Pradesh,Balaghat,RICE,246.7,336.2,1362.79
8,2011,6,Madhya Pradesh,Balaghat,WHEAT,22.7,29.8,1312.78
8,2011,6,Madhya Pradesh,Balaghat,MAZE,4.3,5.6,1302.33
8,2012,6,Madhya Pradesh,Balaghat,RICE,260.77,486.46,1865.48
8,2012,6,Madhya Pradesh,Balaghat,WHEAT,18.32,23.72,1294.76
8,2012,6,Madhya Pradesh,Balaghat,MAZE,4.23,9.95,2352.25
8,2013,6,Madhya Pradesh,Balaghat,RICE,258.65,434.08,1678.25
8,2013,6,Madhya Pradesh,Balaghat,WHEAT,17.52,22.85,1304.22
8,2013,6,Madhya Pradesh,Balaghat,MAZE,4.29,7.38,1720.28
8,2014,6,Madhya Pradesh,Balaghat,RICE,245.0,449.33,1834.0
8,2014,6,Madhya Pradesh,Balaghat,WHEAT,38.0,56.0,1473.68
8,2014,6,Madhya Pradesh,Balaghat,MAZE,8.0,21.0,2625.0
8,2014,6,Madhya Pradesh,Balaghat,BARLEY,2.0,3.0,1500.0
8,2015,6,Madhya Pradesh,Balaghat,RICE,266.0,445.33,1674.17
8,2015,6,Madhya Pradesh,Balaghat,WHEAT,20.0,27.0,1350.0
8,2015,6,Madhya Pradesh,Balaghat,MAZE,9.0,18.0,2000.0
8,2016,6,Madhya Pradesh,Balaghat,RICE,272.0,675.33,2482.83
8,2016,6,Madhya Pradesh,Balaghat,WHEAT,35.0,64.0,1828.57
8,2016,6,Madhya Pradesh,Balaghat,MAZE,9.0,27.0,3000.0
8,2017,6,Madhya Pradesh,Balaghat,RICE,220.21,395.48,1795.92
8,2017,6,Madhya Pradesh,Balaghat,WHEAT,55.56,138.12,2485.96
8,2017,6,Madhya Pradesh,Balaghat,MAZE,10.04,29.37,2925.3
8,2017,6,Madhya Pradesh,Balaghat,BARLEY,0.3,0.48,1600.0
9,2006,6,Madhya Pradesh,Chhindwara,RICE,20.56,16.67,810.8
9,2006,6,Madhya Pradesh,Chhindwara,WHEAT,105.95,198.97,1877.96
