"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)"
"94","2009","11","Tamil Nadu","Kanyakumari","17.31","76.24","4404.39","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"94","2010","11","Tamil Nadu","Kanyakumari","16.99","80.39","4731.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"94","2011","11","Tamil Nadu","Kanyakumari","16.62","90.11","5421.78","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"94","2012","11","Tamil Nadu","Kanyakumari","12.41","57.88","4663.98","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"94","2013","11","Tamil Nadu","Kanyakumari","13.62","66.7","4897.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"94","2014","11","Tamil Nadu","Kanyakumari","13.18","66.94","5078.91","0.0","0.0","0.0","0.02","0.18","9000.0","0.0","0.0","0.0"
"94","2015","11","Tamil Nadu","Kanyakumari","12.96","55.79","4304.78","0.0","0.0","0.0","0.05","0.37","7400.0","0.0","0.0","0.0"
"94","2016","11","Tamil Nadu","Kanyakumari","12.16","48.67","4003.78","0.0","0.0","0.0","0.05","0.14","2872.34","0.0","0.0","0.0"
"94","2017","11","Tamil Nadu","Kanyakumari","9.63","33.03","3431.03","0.0","0.0","0.0","0.0","0.04","7200.0","0.0","0.0","0.0"
"95","2006","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2007","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2008","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2009","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2010","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2011","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2012","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","2016","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","1000.0","0.0","0.0","0.0"
"96","2006","7","Maharashtra","Thane","140.2","257.4","1835.95","0.2","0.2","1000.0","0.1","0.2","2000.0","0.0","0.0","0.0"
"96","2007","7","Maharashtra","Thane","140.6","309.25","2199.5","0.2","0.2","1000.0","0.1","0.3","3000.0","0.0","0.0","0.0"
"96","2008","7","Maharashtra","Thane","140.6","303.4","2157.89","0.1","0.1","1000.0","0.1","0.3","3000.0","0.0","0.0","0.0"
"96","2009","7","Maharashtra","Thane","138.6","290.76","2097.84","0.1","0.08","800.0","0.1","0.3","3000.0","0.0","0.0","0.0"
"96","2010","7","Maharashtra","Thane","138.3","280.58","2028.78","0.1","0.15","1500.0","0.1","0.29","2900.0","0.0","0.0","0.0"
"96","2011","7","Maharashtra","Thane","140.4","343.98","2450.0","0.1","0.1","1000.0","0.1","0.28","2800.0","0.0","0.0","0.0"
"96","2012","7","Maharashtra","Thane","139.6","362.94","2599.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"96","2013","7","Maharashtra","Thane","139.6","334.0","2392.55","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"96","2014","7","Maharashtra","Thane","132.8","328.7","2475.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"96","2015","7","Maharashtra","Thane","133.9","306.5","2289.02","0.04","0.04","1000.0","0.04","0.12","3000.0","0.0","0.0","0.0"
"96","2016","7","Maharashtra","Thane","132.7","375.3","2828.18","0.04","0.1","2833.33","0.03","0.1","3571.43","0.0","0.0","0.0"
"96","2017","7","Maharashtra","Thane","132.68","246.3","1856.37","0.02","0.02","1419.35","0.0","0.0","4000.0","0.0","0.0","0.0"
"97","2006","7","Maharashtra","Raigad","132.2","314.5","2378.97","0.0","0.0","0.0","0.1","0.2","2000.0","0.0","0.0","0.0"
"97","2007","7","Maharashtra","Raigad","133.1","334.62","2514.05","0.0","0.0","0.0","0.2","0.5","2500.0","0.0","0.0","0.0"
"97","2008","7","Maharashtra","Raigad","132.3","359.8","2719.58","0.0","0.0","0.0","0.2","0.6","3000.0","0.0","0.0","0.0"
"97","2009","7","Maharashtra","Raigad","130.4","329.43","2526.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2010","7","Maharashtra","Raigad","126.2","299.08","2369.89","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2011","7","Maharashtra","Raigad","126.8","306.16","2414.51","0.0","0.0","0.0","0.2","0.57","2850.0","0.0","0.0","0.0"
"97","2012","7","Maharashtra","Raigad","127.9","333.33","2606.18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2013","7","Maharashtra","Raigad","127.9","365.9","2860.83","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2014","7","Maharashtra","Raigad","125.3","350.8","2799.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2015","7","Maharashtra","Raigad","115.6","339.9","2940.31","0.01","0.01","1000.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2016","7","Maharashtra","Raigad","113.3","309.1","2728.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","2017","7","Maharashtra","Raigad","114.24","310.8","2720.66","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"98","2006","7","Maharashtra","Ratnagiri","156.8","440.4","2808.67","0.0","0.0","0.0","0.2","0.4","2000.0","0.0","0.0","0.0"
"98","2007","7","Maharashtra","Ratnagiri","155.9","410.49","2633.03","0.0","0.0","0.0","0.2","0.6","3000.0","0.0","0.0","0.0"
"98","2008","7","Maharashtra","Ratnagiri","156.0","417.1","2673.72","0.0","0.0","0.0","0.3","0.9","3000.0","0.0","0.0","0.0"
"98","2009","7","Maharashtra","Ratnagiri","155.9","407.55","2614.18","0.0","0.0","0.0","0.3","0.9","3000.0","0.0","0.0","0.0"
"98","2010","7","Maharashtra","Ratnagiri","156.0","430.11","2757.12","0.0","0.0","0.0","0.4","1.17","2925.0","0.0","0.0","0.0"
"98","2011","7","Maharashtra","Ratnagiri","155.5","437.44","2813.12","0.0","0.0","0.0","0.1","0.28","2800.0","0.0","0.0","0.0"
"98","2012","7","Maharashtra","Ratnagiri","150.7","428.18","2841.27","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0"
"98","2013","7","Maharashtra","Ratnagiri","148.9","451.6","3032.91","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"98","2014","7","Maharashtra","Ratnagiri","142.5","448.3","3145.96","0.0","0.0","0.0","0.1","0.2","2000.0","0.0","0.0","0.0"
"98","2015","7","Maharashtra","Ratnagiri","138.2","370.2","2678.73","0.0","0.0","0.0","0.15","0.2","1333.33","0.0","0.0","0.0"
"98","2016","7","Maharashtra","Ratnagiri","139.34","445.3","3195.78","0.0","0.0","0.0","0.06","0.2","3508.77","0.0","0.0","0.0"
"98","2017","7","Maharashtra","Ratnagiri","139.25","430.7","3093.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"99","2006","7","Maharashtra","Nasik","49.0","49.6","1012.24","84.1","137.7","1637.34","91.3","146.94","1609.42","0.0","0.0","0.0"
"99","2007","7","Maharashtra","Nasik","50.6","68.4","1351.78","79.0","149.0","1886.08","101.7","293.31","2884.07","0.0","0.0","0.0"
"99","2008","7","Maharashtra","Nasik","51.2","65.8","1285.16","71.9","115.9","1611.96","104.1","299.96","2881.46","0.0","0.0","0.0"
"99","2009","7","Maharashtra","Nasik","48.1","18.84","391.68","73.0","117.92","1615.34","144.3","327.04","2266.39","0.0","0.0","0.0"
"99","2010","7","Maharashtra","Nasik","59.1","24.03","406.6","75.3","143.7","1908.37","169.4","548.12","3235.66","0.0","0.0","0.0"
"99","2011","7","Maharashtra","Nasik","62.9","77.8","1236.88","52.4","102.6","1958.02","176.0","557.97","3170.28","0.0","0.0","0.0"
"99","2012","7","Maharashtra","Nasik","67.9","80.79","1189.84","32.4","53.17","1641.05","169.06","497.88","2944.99","0.0","0.0","0.0"
"99","2013","7","Maharashtra","Nasik","72.6","93.3","1285.12","65.9","111.9","1698.03","146.2","562.9","3850.21","0.0","0.0","0.0"
"99","2014","7","Maharashtra","Nasik","71.2","86.7","1217.7","72.4","111.2","1535.91","120.0","322.9","2690.83","0.0","0.0","0.0"
"99","2015","7","Maharashtra","Nasik","69.6","101.1","1452.59","60.0","81.1","1351.67","144.7","347.8","2403.59","0.0","0.0","0.0"
"99","2016","7","Maharashtra","Nasik","71.9","145.8","2027.82","79.2","177.6","2242.42","152.0","700.4","4607.89","0.0","0.0","0.0"
"99","2017","7","Maharashtra","Nasik","72.5","153.6","2118.62","112.46","223.6","1988.3","163.58","770.1","4707.67","0.0","0.0","0.0"
"100","2006","7","Maharashtra","Dhule","25.1","19.0","756.97","42.2","75.7","1793.84","47.1","72.7","1543.52","0.0","0.0","0.0"
"100","2007","7","Maharashtra","Dhule","25.4","34.74","1367.72","50.8","124.2","2444.88","66.7","161.22","2417.09","0.0","0.0","0.0"
"100","2008","7","Maharashtra","Dhule","25.8","24.9","965.12","30.7","55.5","1807.82","60.2","100.71","1672.92","0.0","0.0","0.0"
"100","2009","7","Maharashtra","Dhule","23.6","15.24","645.76","49.9","108.78","2179.96","69.5","156.78","2255.83","0.0","0.0","0.0"
"100","2010","7","Maharashtra","Dhule","28.4","31.38","1104.93","53.0","119.55","2255.66","79.4","240.8","3032.75","0.0","0.0","0.0"
"100","2011","7","Maharashtra","Dhule","27.3","37.0","1355.31","52.3","126.64","2421.42","89.1","232.06","2604.49","0.0","0.0","0.0"
"100","2012","7","Maharashtra","Dhule","27.2","35.76","1314.71","61.5","133.26","2166.83","98.71","257.39","2607.54","0.0","0.0","0.0"
"100","2013","7","Maharashtra","Dhule","30.2","30.0","993.38","68.7","123.3","1794.76","117.1","325.4","2778.82","0.0","0.0","0.0"
"100","2014","7","Maharashtra","Dhule","18.3","9.0","491.8","57.9","104.8","1810.02","134.4","274.1","2039.43","0.0","0.0","0.0"
"100","2015","7","Maharashtra","Dhule","21.2","20.0","943.4","66.5","108.0","1624.06","149.2","255.5","1712.47","0.0","0.0","0.0"
"100","2016","7","Maharashtra","Dhule","31.7","39.9","1258.68","58.8","125.0","2125.85","114.9","305.2","2656.22","0.0","0.0","0.0"
"100","2017","7","Maharashtra","Dhule","33.6","44.2","1315.48","75.66","159.7","2110.73","123.93","384.4","3101.78","0.0","0.0","0.0"
"101","2006","7","Maharashtra","Jalgaon","0.1","0.1","1000.0","50.8","111.9","2202.76","46.1","133.96","2905.86","0.0","0.0","0.0"
"101","2007","7","Maharashtra","Jalgaon","0.1","0.14","1400.0","52.6","137.7","2617.87","69.3","195.06","2814.72","0.0","0.0","0.0"
"101","2008","7","Maharashtra","Jalgaon","0.0","0.0","0.0","31.6","64.6","2044.3","74.7","190.8","2554.22","0.0","0.0","0.0"
"101","2009","7","Maharashtra","Jalgaon","0.2","0.09","450.0","50.9","109.98","2160.71","87.0","197.79","2273.45","0.0","0.0","0.0"
"101","2010","7","Maharashtra","Jalgaon","0.0","0.0","0.0","66.0","164.59","2493.79","88.5","286.25","3234.46","0.0","0.0","0.0"
"101","2011","7","Maharashtra","Jalgaon","0.2","0.3","1500.0","25.9","60.23","2325.48","79.2","272.84","3444.95","0.0","0.0","0.0"
"101","2012","7","Maharashtra","Jalgaon","0.03","0.0","0.0","25.3","52.97","2093.68","82.2","220.25","2679.44","0.0","0.0","0.0"
"101","2013","7","Maharashtra","Jalgaon","0.0","0.0","0.0","25.3","64.8","2561.27","87.5","304.6","3481.14","0.0","0.0","0.0"
"101","2014","7","Maharashtra","Jalgaon","0.0","0.0","0.0","49.6","81.1","1635.08","154.1","446.8","2899.42","0.0","0.0","0.0"
"101","2015","7","Maharashtra","Jalgaon","0.0","0.0","0.0","42.3","63.5","1501.18","148.9","260.8","1751.51","0.0","0.0","0.0"
"101","2016","7","Maharashtra","Jalgaon","0.0","0.0","0.0","52.7","106.1","2013.28","197.6","670.3","3392.21","0.0","0.0","0.0"
"101","2017","7","Maharashtra","Jalgaon","0.0","0.0","0.0","51.01","97.3","1907.32","202.67","723.5","3569.91","0.0","0.0","0.0"
"102","2006","7","Maharashtra","Ahmednagar","8.4","6.6","785.71","153.9","248.1","1612.09","34.4","64.19","1865.99","0.0","0.0","0.0"
"102","2007","7","Maharashtra","Ahmednagar","8.6","10.24","1190.7","130.9","271.1","2071.05","37.2","102.55","2756.72","0.0","0.0","0.0"
"102","2008","7","Maharashtra","Ahmednagar","9.3","9.1","978.49","138.2","219.2","1586.11","34.1","100.2","2938.42","0.0","0.0","0.0"
"102","2009","7","Maharashtra","Ahmednagar","7.4","2.8","378.38","129.5","215.99","1667.88","53.6","141.51","2640.11","0.0","0.0","0.0"
"102","2010","7","Maharashtra","Ahmednagar","7.5","7.03","937.33","133.7","248.91","1861.71","60.8","169.17","2782.4","0.0","0.0","0.0"
"102","2011","7","Maharashtra","Ahmednagar","7.9","7.8","987.34","48.1","88.69","1843.87","55.5","148.04","2667.39","0.0","0.0","0.0"
"102","2012","7","Maharashtra","Ahmednagar","7.5","4.61","614.67","38.9","46.09","1184.83","59.86","116.91","1953.06","0.0","0.0","0.0"
"102","2013","7","Maharashtra","Ahmednagar","7.9","19.0","2405.06","51.9","100.7","1940.27","82.9","357.7","4314.84","0.0","0.0","0.0"
"102","2014","7","Maharashtra","Ahmednagar","8.6","2.2","255.81","57.2","85.0","1486.01","97.7","234.1","2396.11","0.0","0.0","0.0"
"102","2015","7","Maharashtra","Ahmednagar","14.0","17.2","1228.57","41.1","50.1","1218.98","44.0","70.0","1590.91","0.0","0.0","0.0"
"102","2016","7","Maharashtra","Ahmednagar","15.0","26.2","1746.67","60.0","127.2","2120.0","68.0","245.4","3608.82","0.0","0.0","0.0"
"102","2017","7","Maharashtra","Ahmednagar","16.2","37.3","2302.47","79.8","177.5","2224.31","78.38","241.9","3086.29","0.0","0.0","0.0"
"103","2006","7","Maharashtra","Pune","63.9","68.9","1078.25","72.9","132.1","1812.07","18.3","42.55","2325.14","0.0","0.0","0.0"
"103","2007","7","Maharashtra","Pune","62.8","78.2","1245.22","73.4","155.0","2111.72","16.6","45.18","2721.69","0.0","0.0","0.0"
"103","2008","7","Maharashtra","Pune","61.2","75.5","1233.66","60.9","112.3","1844.01","17.4","42.18","2424.14","0.0","0.0","0.0"
"103","2009","7","Maharashtra","Pune","62.6","51.18","817.57","59.6","91.81","1540.44","16.7","42.28","2531.74","0.0","0.0","0.0"
"103","2010","7","Maharashtra","Pune","60.9","71.92","1180.95","60.0","115.93","1932.17","26.96","75.12","2786.35","0.0","0.0","0.0"
"103","2011","7","Maharashtra","Pune","62.0","85.6","1380.65","55.3","105.56","1908.86","27.2","87.1","3202.21","0.0","0.0","0.0"
"103","2012","7","Maharashtra","Pune","77.6","106.16","1368.04","53.0","93.82","1770.19","25.22","66.06","2619.35","0.0","0.0","0.0"
"103","2013","7","Maharashtra","Pune","82.1","153.2","1866.02","64.3","129.9","2020.22","31.9","91.9","2880.88","0.0","0.0","0.0"
"103","2014","7","Maharashtra","Pune","82.1","136.1","1657.73","71.8","108.3","1508.36","36.0","133.4","3705.56","0.0","0.0","0.0"
"103","2015","7","Maharashtra","Pune","54.6","107.3","1965.2","62.0","129.6","2090.32","37.2","88.3","2373.66","0.0","0.0","0.0"
"103","2016","7","Maharashtra","Pune","53.5","115.4","2157.01","68.9","165.2","2397.68","42.6","257.4","6042.25","0.0","0.0","0.0"
"103","2017","7","Maharashtra","Pune","52.0","124.0","2384.62","72.4","177.2","2447.51","47.33","146.6","3097.53","0.0","0.0","0.0"
"104","2006","7","Maharashtra","Satara","45.0","93.3","2073.33","43.1","78.1","1812.06","15.5","25.18","1624.52","0.0","0.0","0.0"
"104","2007","7","Maharashtra","Satara","49.6","102.4","2064.52","43.3","94.0","2170.9","16.0","27.75","1734.38","0.0","0.0","0.0"
"104","2008","7","Maharashtra","Satara","49.7","109.3","2199.2","40.2","69.1","1718.91","13.5","27.44","2032.59","0.0","0.0","0.0"
"104","2009","7","Maharashtra","Satara","50.6","76.9","1519.76","42.0","69.01","1643.1","17.8","44.58","2504.49","0.0","0.0","0.0"
"104","2010","7","Maharashtra","Satara","50.8","82.24","1618.9","43.7","86.48","1978.95","20.3","40.27","1983.74","0.0","0.0","0.0"
"104","2011","7","Maharashtra","Satara","50.5","83.0","1643.56","36.6","67.82","1853.01","22.3","45.34","2033.18","0.0","0.0","0.0"
"104","2012","7","Maharashtra","Satara","51.0","70.04","1373.33","35.0","58.54","1672.57","19.52","30.86","1580.94","0.0","0.0","0.0"
"104","2013","7","Maharashtra","Satara","50.4","75.6","1500.0","33.8","62.2","1840.24","25.4","67.1","2641.73","0.0","0.0","0.0"
"104","2014","7","Maharashtra","Satara","52.9","94.7","1790.17","38.3","61.4","1603.13","30.8","60.5","1964.29","0.0","0.0","0.0"
"104","2015","7","Maharashtra","Satara","52.7","79.7","1512.33","29.7","49.0","1649.83","31.0","62.5","2016.13","0.0","0.0","0.0"
"104","2016","7","Maharashtra","Satara","47.0","82.1","1746.81","35.6","71.2","2000.0","35.5","77.7","2188.73","0.0","0.0","0.0"
"104","2017","7","Maharashtra","Satara","45.8","83.0","1812.23","37.2","75.1","2018.82","33.99","98.1","2886.48","0.0","0.0","0.0"
"105","2006","7","Maharashtra","Sangli","18.1","28.9","1596.69","29.6","47.7","1611.49","26.0","31.75","1221.15","0.0","0.0","0.0"
"105","2007","7","Maharashtra","Sangli","18.7","43.61","2332.09","29.8","58.4","1959.73","34.2","81.98","2397.08","0.0","0.0","0.0"
"105","2008","7","Maharashtra","Sangli","18.7","38.7","2069.52","24.6","45.3","1841.46","28.0","64.24","2294.29","0.0","0.0","0.0"
"105","2009","7","Maharashtra","Sangli","18.7","35.07","1875.4","34.3","57.47","1675.51","34.1","79.58","2333.72","0.0","0.0","0.0"
"105","2010","7","Maharashtra","Sangli","20.2","53.87","2666.83","39.3","72.93","1855.73","43.21","132.88","3075.21","0.0","0.0","0.0"
"105","2011","7","Maharashtra","Sangli","18.1","33.7","1861.88","20.0","34.03","1701.5","53.1","108.77","2048.4","0.0","0.0","0.0"
"105","2012","7","Maharashtra","Sangli","17.5","33.74","1928.0","20.1","36.48","1814.93","34.9","65.15","1866.76","0.0","0.0","0.0"
"105","2013","7","Maharashtra","Sangli","14.5","25.5","1758.62","26.2","51.5","1965.65","47.9","114.5","2390.4","0.0","0.0","0.0"
"105","2014","7","Maharashtra","Sangli","15.5","31.4","2025.81","32.5","70.9","2181.54","63.8","244.2","3827.59","0.0","0.0","0.0"
"105","2015","7","Maharashtra","Sangli","22.6","43.4","1920.35","19.2","32.4","1687.5","46.7","89.8","1922.91","0.0","0.0","0.0"
"105","2016","7","Maharashtra","Sangli","16.8","42.9","2553.57","25.6","63.6","2484.37","64.0","195.7","3057.81","0.0","0.0","0.0"
"105","2017","7","Maharashtra","Sangli","17.0","39.3","2311.76","25.1","49.8","1984.06","58.78","142.2","2419.03","0.0","0.0","0.0"
"106","2006","7","Maharashtra","Solapur","0.4","0.1","250.0","69.4","85.9","1237.75","31.9","47.25","1481.19","0.0","0.0","0.0"
"106","2007","7","Maharashtra","Solapur","0.3","0.33","1100.0","75.0","110.3","1470.67","33.3","55.08","1654.05","0.0","0.0","0.0"
"106","2008","7","Maharashtra","Solapur","0.1","0.1","1000.0","62.6","83.8","1338.66","26.5","55.88","2108.68","0.0","0.0","0.0"
"106","2009","7","Maharashtra","Solapur","0.1","0.01","100.0","80.4","105.97","1318.03","38.7","101.58","2624.81","0.0","0.0","0.0"
"106","2010","7","Maharashtra","Solapur","0.7","0.23","328.57","87.8","122.94","1400.23","58.1","127.02","2186.23","0.0","0.0","0.0"
"106","2011","7","Maharashtra","Solapur","0.7","0.2","285.71","29.3","34.89","1190.78","39.8","81.97","2059.55","0.0","0.0","0.0"
"106","2012","7","Maharashtra","Solapur","0.4","0.09","225.0","28.8","21.81","757.29","33.3","52.5","1576.58","0.0","0.0","0.0"
"106","2013","7","Maharashtra","Solapur","0.4","0.1","250.0","35.7","35.8","1002.8","44.3","97.9","2209.93","0.0","0.0","0.0"
"106","2014","7","Maharashtra","Solapur","0.4","0.1","250.0","42.2","54.6","1293.84","51.0","133.2","2611.76","0.0","0.0","0.0"
"106","2015","7","Maharashtra","Solapur","0.2","0.0","0.0","41.3","28.8","697.34","48.2","65.2","1352.7","0.0","0.0","0.0"
"106","2016","7","Maharashtra","Solapur","0.2","0.04","215.0","58.1","77.78","1338.73","63.0","104.4","1657.14","0.0","0.0","0.0"
"106","2017","7","Maharashtra","Solapur","0.6","0.07","116.67","68.7","81.83","1191.12","75.81","156.12","2059.39","0.0","0.0","0.0"
"107","2006","7","Maharashtra","Kolhapur","110.4","286.4","2594.2","9.3","19.4","2086.02","11.4","20.09","1762.28","0.0","0.0","0.0"
"107","2007","7","Maharashtra","Kolhapur","112.5","338.02","3004.62","10.5","25.1","2390.48","11.6","30.83","2657.76","0.0","0.0","0.0"
"107","2008","7","Maharashtra","Kolhapur","114.4","287.2","2510.49","9.6","23.8","2479.17","10.1","23.89","2365.35","0.0","0.0","0.0"
"107","2009","7","Maharashtra","Kolhapur","113.3","293.27","2588.44","7.9","17.99","2277.22","11.0","28.12","2556.36","0.0","0.0","0.0"
"107","2010","7","Maharashtra","Kolhapur","112.0","323.12","2885.0","8.6","22.84","2655.81","11.6","25.7","2215.52","0.0","0.0","0.0"
"107","2011","7","Maharashtra","Kolhapur","104.9","280.88","2677.6","8.5","21.1","2482.35","11.6","33.37","2876.72","0.0","0.0","0.0"
"107","2012","7","Maharashtra","Kolhapur","108.5","283.96","2617.14","9.1","19.96","2193.41","5.5","10.45","1900.0","0.0","0.0","0.0"
"107","2013","7","Maharashtra","Kolhapur","109.6","341.8","3118.61","16.6","41.7","2512.05","6.6","16.8","2545.45","0.0","0.0","0.0"
"107","2014","7","Maharashtra","Kolhapur","111.8","338.6","3028.62","6.8","15.1","2220.59","9.5","29.5","3105.26","0.0","0.0","0.0"
"107","2015","7","Maharashtra","Kolhapur","112.4","276.6","2460.85","2.0","4.5","2250.0","11.9","31.5","2647.06","0.0","0.0","0.0"
"107","2016","7","Maharashtra","Kolhapur","114.2","397.8","3483.36","4.3","9.7","2255.81","12.0","44.4","3700.0","0.0","0.0","0.0"
"107","2017","7","Maharashtra","Kolhapur","109.46","334.3","3054.2","2.8","6.5","2321.43","10.44","30.4","2911.88","0.0","0.0","0.0"
"108","2006","7","Maharashtra","Aurangabad","0.1","0.1","1000.0","94.8","176.7","1863.92","172.1","433.91","2521.27","0.0","0.0","0.0"
"108","2007","7","Maharashtra","Aurangabad","0.0","0.0","0.0","73.3","153.4","2092.77","177.9","524.72","2949.52","0.0","0.0","0.0"
"108","2008","7","Maharashtra","Aurangabad","0.0","0.0","0.0","62.4","107.9","1729.17","175.3","412.42","2352.65","0.0","0.0","0.0"
"108","2009","7","Maharashtra","Aurangabad","0.0","0.0","0.0","67.7","128.11","1892.32","187.9","465.19","2475.73","0.0","0.0","0.0"
"108","2010","7","Maharashtra","Aurangabad","0.01","0.02","2000.0","106.2","209.98","1977.21","206.8","705.78","3412.86","0.0","0.0","0.0"
"108","2011","7","Maharashtra","Aurangabad","0.0","0.0","0.0","60.6","103.24","1703.63","208.6","637.84","3057.72","0.0","0.0","0.0"
"108","2012","7","Maharashtra","Aurangabad","0.0","0.0","0.0","30.8","24.4","792.21","215.24","409.82","1904.01","0.0","0.0","0.0"
"108","2013","7","Maharashtra","Aurangabad","0.0","0.0","0.0","45.2","67.9","1502.21","258.7","997.3","3855.04","0.0","0.0","0.0"
"108","2014","7","Maharashtra","Aurangabad","0.0","0.0","0.0","37.3","35.4","949.06","261.9","221.0","843.83","0.0","0.0","0.0"
"108","2015","7","Maharashtra","Aurangabad","0.0","0.0","0.0","43.8","41.6","949.77","284.8","297.2","1043.54","0.0","0.0","0.0"
"108","2016","7","Maharashtra","Aurangabad","6.5","3.1","476.92","103.6","198.4","1915.06","138.3","435.4","3148.23","0.0","0.0","0.0"
"108","2017","7","Maharashtra","Aurangabad","0.0","0.0","0.0","103.1","153.6","1489.82","112.65","228.3","2026.58","0.0","0.0","0.0"
"109","2006","7","Maharashtra","Parbhani","12.1","5.2","429.75","102.0","156.8","1537.25","4.3","5.86","1362.79","0.0","0.0","0.0"
"109","2007","7","Maharashtra","Parbhani","11.3","4.74","419.47","90.1","173.5","1925.64","3.2","4.6","1437.5","0.0","0.0","0.0"
"109","2008","7","Maharashtra","Parbhani","6.3","2.2","349.21","54.8","83.8","1529.2","4.1","4.59","1119.51","0.0","0.0","0.0"
"109","2009","7","Maharashtra","Parbhani","4.3","1.51","351.16","51.8","68.1","1314.67","3.7","3.49","943.24","0.0","0.0","0.0"
"109","2010","7","Maharashtra","Parbhani","5.1","2.47","484.31","80.8","136.68","1691.58","4.4","5.58","1268.18","0.0","0.0","0.0"
"109","2011","7","Maharashtra","Parbhani","2.3","0.8","347.83","75.6","126.73","1676.32","4.0","6.25","1562.5","0.0","0.0","0.0"
"109","2012","7","Maharashtra","Parbhani","2.0","0.33","165.0","51.2","73.63","1438.09","5.13","4.66","908.38","0.0","0.0","0.0"
"109","2013","7","Maharashtra","Parbhani","0.7","0.3","428.57","98.1","97.5","993.88","4.9","7.0","1428.57","0.0","0.0","0.0"
"109","2014","7","Maharashtra","Parbhani","0.3","0.0","0.0","71.8","51.8","721.45","5.3","2.5","471.7","0.0","0.0","0.0"
"109","2015","7","Maharashtra","Parbhani","0.0","0.0","0.0","39.6","21.9","553.03","14.6","9.2","630.14","0.0","0.0","0.0"
"109","2016","7","Maharashtra","Parbhani","0.02","0.0","200.0","61.99","97.8","1577.67","12.33","16.17","1311.44","0.0","0.0","0.0"
"109","2017","7","Maharashtra","Parbhani","0.0","0.0","0.0","67.0","70.1","1046.27","5.63","4.71","836.09","0.0","0.0","0.0"
"110","2006","7","Maharashtra","Beed","2.0","1.5","750.0","52.4","66.9","1276.72","7.7","14.7","1909.09","0.0","0.0","0.0"
"110","2007","7","Maharashtra","Beed","1.5","0.7","466.67","61.8","89.7","1451.46","8.2","11.96","1458.54","0.0","0.0","0.0"
"110","2008","7","Maharashtra","Beed","1.0","0.4","400.0","65.2","80.3","1231.6","11.2","12.43","1109.82","0.0","0.0","0.0"
"110","2009","7","Maharashtra","Beed","0.6","0.17","283.33","67.0","91.9","1371.64","12.1","11.41","942.98","0.0","0.0","0.0"
"110","2010","7","Maharashtra","Beed","0.8","0.34","425.0","63.6","82.54","1297.8","9.5","14.01","1474.74","0.0","0.0","0.0"
"110","2011","7","Maharashtra","Beed","0.6","0.28","466.67","39.8","52.77","1325.88","8.6","9.92","1153.49","0.0","0.0","0.0"
